id_sensor,Use_time,datetime
sensor_450,107.47341747904971,2024-09-21 10:39:13
sensor_304,140.40728680951568,2024-09-29 06:03:42
sensor_236,94.92151522806036,2024-02-22 05:13:44
sensor_397,314.1523837710572,2024-01-17 09:01:39
sensor_189,146.277020215066,2024-01-05 02:25:33
sensor_342,13.755797644673857,2024-06-05 02:59:55
sensor_309,27.13985488505159,2024-05-27 02:30:26
sensor_46,102.1918551813076,2024-02-09 01:55:26
sensor_44,49.06698085009863,2024-04-05 00:00:53
sensor_74,313.3115252480265,2024-07-25 23:23:28
sensor_195,34.40076292320457,2024-08-18 06:35:18
sensor_197,120.82697476725244,2024-09-09 20:23:23
sensor_349,15.380136277144238,2024-02-11 12:03:38
sensor_192,5.800783270644381,2024-09-10 07:25:53
sensor_420,149.612258556875,2024-07-19 01:18:54
sensor_499,33.28746468260307,2024-10-24 14:13:27
sensor_29,62.90354071904243,2024-08-23 17:08:56
sensor_251,301.9051290939468,2024-04-07 09:54:50
sensor_231,255.98868324507905,2024-08-02 13:54:08
sensor_99,42.66499074120071,2024-09-01 03:28:22
sensor_256,77.6028780038466,2024-05-10 23:59:25
sensor_142,73.00734130044782,2024-06-02 12:11:48
sensor_146,145.36384488008198,2024-07-12 03:44:43
sensor_84,85.28884641515378,2024-07-08 05:08:35
sensor_321,93.21614988551993,2024-01-20 18:40:58
sensor_132,100.55926881424992,2024-05-07 16:51:00
sensor_343,154.8835475273182,2024-05-26 09:56:08
sensor_22,29.353261561418407,2024-10-02 19:35:34
sensor_300,5.675133654666649,2024-05-10 01:13:15
sensor_243,97.12458470152748,2024-05-25 00:21:14
sensor_272,20.379525765337743,2024-04-23 12:13:49
sensor_362,144.33876938276444,2024-09-03 02:58:28
sensor_115,149.00266038421404,2024-04-01 03:42:12
sensor_23,3.3352383692321297,2024-09-07 13:25:36
sensor_92,82.14951954013122,2024-02-26 06:55:12
sensor_297,96.81143762892268,2024-03-28 02:47:10
sensor_205,229.36326154499164,2024-09-12 22:27:15
sensor_372,29.94769838831152,2024-07-03 18:15:27
sensor_381,5.567871978936019,2024-02-08 07:44:20
sensor_227,137.9146809851373,2024-08-04 13:17:56
sensor_140,10.20712900057566,2024-08-14 00:36:33
sensor_341,145.24179898402858,2024-06-16 04:45:16
sensor_405,233.18625777018227,2024-10-22 21:34:43
sensor_275,109.5096577710892,2024-05-25 08:55:33
sensor_131,115.8727860493392,2024-08-10 18:23:29
sensor_176,11.31145730949859,2024-04-20 04:57:40
sensor_433,44.109743504432046,2024-10-21 16:43:23
sensor_334,97.6285721978627,2024-07-21 04:33:51
sensor_364,128.8149402879242,2024-02-18 08:54:10
sensor_485,52.84706807490146,2024-11-17 16:54:58
sensor_437,45.89546330355199,2024-05-19 23:31:05
sensor_18,18.183366191475105,2024-09-30 13:48:13
sensor_115,115.7328486390341,2024-09-01 05:10:46
sensor_263,152.5715558136254,2024-07-01 22:24:26
sensor_369,135.8004320904376,2024-10-19 02:37:25
sensor_447,21.91441980948717,2024-11-09 11:42:57
sensor_171,41.43714838911468,2024-09-20 04:32:57
sensor_225,33.201839261580645,2024-03-11 10:00:30
sensor_344,166.8113971878471,2024-03-14 16:39:43
sensor_96,276.027542314431,2024-11-17 03:30:32
sensor_56,66.77463572261212,2024-05-12 16:46:33
sensor_190,245.75158989213625,2024-01-30 04:05:38
sensor_228,141.19921681090182,2024-09-24 06:18:03
sensor_490,104.60634413387568,2024-11-18 23:24:52
sensor_315,38.29917381472741,2024-02-19 22:33:10
sensor_270,56.90998238309989,2024-05-13 20:33:30
sensor_239,7.431810765721849,2024-03-22 19:07:24
sensor_421,170.96764983787668,2024-01-30 14:57:05
sensor_7,145.5282545240162,2024-10-08 13:03:03
sensor_340,103.31050695192614,2024-02-28 02:53:09
sensor_91,104.6309875487882,2024-08-01 14:45:09
sensor_9,79.13380019242332,2024-09-06 03:23:03
sensor_30,26.71202864551507,2024-09-01 16:19:29
sensor_440,196.83562161307577,2024-01-18 19:11:11
sensor_269,2.1060434291036145,2024-09-08 08:35:14
sensor_56,114.50602433156982,2024-06-06 11:42:48
sensor_44,157.10684552022627,2024-02-29 14:00:53
sensor_122,134.87127719299156,2024-03-04 01:56:46
sensor_500,70.08538507162349,2024-10-11 14:33:31
sensor_274,311.6125238040336,2024-07-04 21:37:39
sensor_491,71.24716358003367,2024-02-10 19:51:51
sensor_445,100.58949334793678,2024-07-02 10:58:45
sensor_475,251.53100042798297,2024-09-27 16:39:58
sensor_116,31.092216619803885,2024-08-08 13:51:24
sensor_324,19.40875273042618,2024-03-22 08:58:31
sensor_221,3.1807853915648643,2024-09-09 03:38:43
sensor_299,35.77640773178737,2024-09-04 05:02:57
sensor_390,98.53368247430916,2024-05-03 06:56:18
sensor_209,297.3524116881441,2024-08-15 05:28:59
sensor_483,2.8456226019973485,2024-09-21 20:40:16
sensor_280,55.63836516734811,2024-06-01 09:36:16
sensor_184,12.315069281282778,2024-05-08 07:12:34
sensor_2,77.6793425865396,2024-06-28 09:38:12
sensor_265,149.78608664815945,2024-08-09 14:28:22
sensor_99,101.71788452084306,2024-08-21 10:55:23
sensor_228,131.4942916404644,2024-11-08 09:40:36
sensor_171,148.84069119760898,2024-06-05 09:07:55
sensor_448,253.24740670714584,2024-03-20 00:42:00
sensor_247,233.87345153942448,2024-06-03 09:08:02
sensor_288,36.283128536122646,2024-02-18 10:25:49
sensor_409,91.11869416320155,2024-01-24 16:32:50
sensor_57,71.03119365227502,2024-05-08 08:01:39
sensor_301,143.45194535504163,2024-03-02 04:59:22
sensor_30,246.96098433600693,2024-03-16 18:00:12
sensor_319,33.713066411985,2024-07-17 23:04:52
sensor_45,68.18424775211581,2024-06-01 05:24:08
sensor_469,197.12154956673885,2024-05-01 01:44:59
sensor_202,138.46009793633752,2024-03-31 15:33:28
sensor_8,120.17127661568168,2024-08-14 16:45:30
sensor_4,246.23932224871515,2024-03-06 23:16:20
